index,likes,publish_time,favorites,reposts,duration
716,48000,2025.09.23,15000,7312,702
717,1042000,2025.09.20,54000,430000,9
718,128000,2025.09.24,5841,19000,383
719,18000,2025.08.27,11000,9245,216
720,944,2025.09.21,691,101,25916
721,286000,2025.09.22,28000,33000,5
722,2840,2025.09.01,1392,29,311
723,122000,2025.08.07,5656,72000,119
724,25000,2025.09.16,14000,5355,296
725,125000,2025.08.26,22000,48000,8
726,666,2025.09.17,457,43,35947
727,731000,2025.09.23,51000,152000,10
728,3851,2025.09.11,4155,2554,869
729,19000,2025.09.12,3006,1491,3941
730,223000,2025.09.24,2158,39000,13
731,251000,2025.08.27,15000,6160,736
732,36000,2025.09.24,4501,6931,411
733,4378,2025.09.23,3283,233,35126
734,195000,2025.09.19,4398,40000,7
735,290,2025.09.09,164,89,442
736,179000,2025.08.24,49000,81000,63
737,1230,2025.06.30,403,76,948
738,2673000,2025.09.14,142000,419000,11
739,1543,2025.09.24,1062,63,23887
740,2274,2025.09.05,152,715,9
741,207000,2025.09.23,16000,155000,664
742,255000,2025.09.12,20000,46000,16
743,1346,2025.09.20,162,45,919
744,287000,2025.09.24,21000,50000,110
745,646,2025.09.24,556,34,34868
746,9809,2025.09.24,773,195,16
747,934,2025.09.21,806,221,1275
748,1675000,2025.09.23,80000,889000,13
749,259000,2025.09.24,29000,23000,505
750,179000,2025.09.20,27000,7904,276
751,9234,2025.08.31,5518,736,31003
752,137000,2025.09.09,16000,21000,385
753,729,2025.07.06,202,41,460
754,23000,2025.09.16,9899,6038,232
755,108000,2025.09.08,16000,15000,15
756,1412,2025.09.21,419,16,11
757,18000,2025.08.02,7238,285,343
758,2353,2025.09.20,2559,116,56275
759,9456,2025.08.27,5289,2694,26
760,893,2025.09.14,205,77,1164
761,55000,2025.06.29,37000,1369,2327
762,5080,2025.09.20,4307,625,3895
763,193000,2025.09.15,16000,21000,1393
764,69000,2025.09.19,5433,28000,8
765,219000,2025.08.30,36000,6305,430
766,2856000,2025.09.13,271000,258000,33
767,4018,2025.09.16,348,137,738
768,760,2025.09.24,345,63,180
769,726000,2025.08.22,106000,27000,1027
770,130000,2025.08.07,21000,22000,238
771,15000,2025.08.27,5384,655,1728
772,702000,2025.09.18,41000,150000,23
773,33000,2025.09.24,4668,18000,829
774,1153000,2025.09.09,83000,202000,19
775,37000,2025.09.21,9490,5070,111
776,120000,2025.09.21,1688,78000,8
777,489,2025.09.22,772,155,3181
778,480000,2025.09.10,94000,57000,7
779,2445,2025.09.13,933,56,2838
780,31000,2025.09.22,8783,13000,5
781,1834,2025.09.23,1427,127,35932
782,246000,2025.09.13,39000,36000,13
783,25000,2025.07.28,17000,2033,2784
784,137000,2025.09.24,4277,54000,12
785,248000,2025.09.20,40000,31000,7
786,79000,2025.09.23,8407,9055,19
787,4369,2025.09.09,1807,36,2132
788,120000,2025.09.03,51000,35000,30
789,27000,2025.09.08,17000,5701,3220
790,1587000,2025.09.21,73000,1015000,14
791,2127,2025.09.24,1220,373,35925
792,3529,2025.09.22,1815,1103,92
793,17000,2025.08.24,11000,578,1961
794,1369,2025.09.19,2069,1514,176
795,1265,2025.09.24,1002,377,44
796,63000,2025.06.27,6176,2079,564
797,49000,2025.09.22,1540,7612,7
798,720,2025.09.24,461,53,29429
799,56000,2025.08.31,8789,12000,227
800,2848000,2025.09.11,189000,205000,576
801,238000,2025.08.31,11000,157000,11
802,7896,2025.09.21,420,57,13
803,1755,2025.09.22,5046,1843,3586
804,21000,2025.09.09,2132,155,11
805,102000,2025.08.20,11000,26000,603
806,88000,2025.09.21,2779,5605,6
807,26000,2025.07.07,14000,21000,409
808,380000,2025.09.15,18000,133000,7
809,12000,2025.09.13,832,346,421
810,1107000,2025.09.13,103000,142000,12
811,312000,2025.08.10,142000,45000,5546
812,3863,2025.06.29,163,1628,7
813,648,2025.09.18,441,62,1273
814,207000,2025.09.24,13000,12000,8
815,1554,2025.08.06,56,13,89
816,223000,2025.09.03,26000,34000,9
817,719,2025.09.24,471,66,35798
818,1881,2025.08.01,2774,854,220
819,8629,2025.09.24,120,21,5
820,167000,2025.09.02,11000,9755,600
822,21000,2025.09.14,3249,2219,1401
823,50000,2025.09.24,12000,792,699
824,28000,2025.09.18,18000,342,35875
825,18000,2025.08.17,5742,4789,89
826,8441,2025.09.24,5839,3353,306
827,526000,2025.08.06,294000,305000,278
828,370000,2025.08.15,59000,60000,1034
829,3309,2025.09.19,178,194,8
830,1247,2025.09.21,878,83,31352
831,1054,2025.09.13,35,33,5
832,125000,2025.09.18,28000,26000,6
833,230000,2025.07.14,24000,57000,17
834,538,2025.09.25,37,3,1474
835,649000,2025.08.27,42000,76000,7
836,761,2025.09.16,196,25,610
838,42000,2025.09.24,9296,754,483
839,2709000,2025.09.06,131000,484000,39
840,10000,2025.07.12,4158,1493,1638
841,314000,2025.09.07,21000,155000,6
842,30000,2025.09.10,331,768,7
843,16000,2025.09.24,3932,698,381
844,181,2025.09.24,84,23,19
845,427000,2025.09.11,27000,194000,8
846,2817,2025.09.13,2390,72,35860
847,1977000,2025.09.07,110000,158000,53
848,48000,2025.08.28,8382,3855,900
849,194000,2025.09.21,21000,97000,7
850,27000,2025.09.14,9649,2258,374
852,3614,2025.09.22,2291,37,3563
853,78000,2025.09.24,4547,9224,24
854,881000,2025.09.02,33000,28000,309
855,2631000,2025.07.17,526000,520000,162
856,533000,2025.08.24,100000,35000,2795
857,24000,2025.09.08,1987,761,5
858,307,2025.09.24,53,13,1661
859,110000,2025.09.24,3110,6982,148
860,30000,2025.09.20,25000,6885,2672
861,283000,2025.09.23,20000,15000,15
862,2998,2025.09.12,1753,120,35700
863,166000,2025.09.16,5832,31000,7
864,5713,2025.09.15,3850,673,1104
865,18000,2025.09.16,884,1460,5
866,20000,2025.09.13,8422,1616,2014
867,162000,2025.09.21,6352,15000,8
868,9068,2025.09.10,5627,541,32885
869,1336000,2025.09.15,65000,61000,189
870,1283,2025.09.23,251,236,5
871,55000,2025.09.22,1758,3821,6
872,588,2025.09.21,124,10,7
873,564,2025.09.18,58,31,60
874,458000,2025.09.21,37000,46000,18
875,38000,2025.09.24,856,854,8
876,68000,2025.08.21,17000,718,258
877,16000,2025.09.13,10000,1328,25712
878,15000,2025.09.02,17000,3295,12
879,293000,2025.09.20,33000,29000,8
880,2906,2025.07.31,2414,345,391
881,5810,2025.09.24,616,50,7
882,23000,2025.09.08,1153,924,5
883,8182,2025.09.23,4167,82,42523
884,52000,2025.09.01,37000,18000,237
885,423,2025.09.24,30,4,157
886,44000,2025.09.20,2161,16000,20
887,2182,2025.08.20,939,124,2708
888,17000,2025.09.07,1929,399,1266
889,21000,2025.09.20,2762,1502,195
890,2703,2025.09.16,1862,159,36000
891,213000,2025.09.22,8294,5457,296
892,2341,2025.07.24,3484,470,3520
893,2529,2025.09.11,2129,1025,241
894,21000,2025.09.24,782,303,758
895,11000,2025.09.15,921,1148,167
896,18000,2025.08.16,15000,1149,82586
897,6001,2025.09.02,3158,4478,7
898,148000,2025.09.03,3910,5198,534
899,39000,2025.09.21,3041,4441,12
900,28000,2025.09.24,4029,1401,9
901,202000,2025.07.05,31000,74000,1183
902,365000,2025.09.24,38000,803,5
903,101000,2025.09.21,7058,31000,9
904,141000,2025.09.24,59000,15000,12875
905,9635,2025.09.19,17000,6324,210
906,88000,2025.07.16,23000,6354,790
907,1655000,2025.08.02,239000,801000,278
908,544000,2025.09.13,301000,71000,943
909,13,2025.09.23,3,6,106
910,75000,2025.09.11,6246,7745,1524
911,110000,2025.07.21,12000,16000,235
912,8125,2025.09.16,6980,1640,2384
913,5213,2025.08.14,197,6,177
914,151000,2025.07.26,12000,9551,710
915,2125,2025.09.03,2622,1991,245
916,8926,2025.08.11,3813,663,3584
917,790,2025.09.02,143,280,212
918,35000,2025.09.20,7947,1282,352
919,2581000,2025.07.12,207000,1025000,159
920,177000,2025.08.05,98000,133000,26428
921,48000,2025.09.19,25000,12000,12
922,502000,2025.07.13,247000,145000,1832
923,16458000,2025.09.03,794000,1399000,21
924,176000,2025.09.13,6024,28000,8
925,1336,2025.09.22,586,63,1468
926,79000,2025.08.30,3802,72000,7
927,10000,2025.09.12,7853,577,33325
928,74000,2025.09.02,39000,18000,40
929,131000,2025.09.11,22000,7861,1087
930,1844000,2025.09.06,133000,378000,13
931,76000,2025.09.23,5061,6957,241
932,32000,2025.09.18,22000,1013,635
933,55000,2025.09.11,2737,5003,17
934,224000,2025.08.29,82000,290000,32
935,58000,2025.09.01,5729,3378,969
936,345000,2025.09.09,71000,32000,227
937,32000,2025.09.13,13000,1226,1402
938,262000,2025.08.26,45000,4608,12
939,1468,2025.09.24,829,72,31493
940,465000,2025.09.11,27000,27000,5
941,1680,2025.08.29,749,37,2181
942,8817,2025.08.27,3792,197,14
943,86000,2025.09.24,3175,16000,327
944,918,2025.07.12,190,565,6
945,4420,2025.09.12,6142,1353,815
946,14000,2025.09.16,1212,350,10
947,21000,2025.09.07,14000,2276,10771
948,257000,2025.08.31,34000,19000,102
949,2600,2025.08.23,820,61,1395
950,95000,2025.08.21,46000,19000,173
951,18000,2025.09.12,3824,1573,3439
952,257000,2025.09.10,37000,121000,7
953,127,2025.09.18,73,13,2108
954,504,2025.09.18,34,9,17
955,7524,2025.07.17,3922,2939,451
956,16000,2025.09.19,7259,3629,28
957,2583,2025.08.29,1232,216,1042
958,392,2025.06.27,126,105,87
959,98000,2025.08.16,9689,15000,1165
960,3420,2025.09.22,246,505,5
961,19000,2025.08.28,2552,213,5
962,24000,2025.09.17,570,4342,11
963,202000,2025.09.16,21000,99000,1059
964,1413,2025.09.05,1154,385,5
965,2174,2025.07.02,1913,370,970
966,285000,2025.08.28,47000,89000,250
967,271000,2025.09.02,49000,62000,200
968,11000,2025.08.21,7722,339,28014
969,62000,2025.08.10,11000,24000,8
970,8176,2025.09.05,1232,1366,16
971,2333,2025.08.21,1439,346,1464
972,308000,2025.08.20,26000,41000,258
973,65000,2025.09.17,11000,9928,17
974,5398,2025.09.14,3460,836,32095
975,521000,2025.07.04,25000,25000,259
976,93000,2025.09.23,14000,9076,1440
977,344,2025.09.19,107,5,1767
978,4894,2025.09.07,311,131,6
979,7175,2025.07.07,3888,172,1764
980,5769,2025.09.20,853,372,10
981,23000,2025.09.24,6611,10000,1174
982,5090,2025.08.30,368,5060,6
983,63000,2025.09.24,4738,15000,756
984,8035,2025.09.05,1278,804,16
985,200000,2025.06.29,20000,34000,263
986,1661,2025.09.18,227,66,849
987,34000,2025.09.19,6931,4621,6
988,7667,2025.09.24,531,706,167
989,89000,2025.09.04,6353,12000,50
990,2726,2025.07.23,1341,167,35204
991,372000,2025.09.24,9307,97000,257
992,9380,2025.08.23,6453,1503,1293
993,440000,2025.09.07,131000,17000,146
994,36000,2025.08.31,4170,8162,877
995,50000,2025.09.20,16000,6764,282
997,189000,2025.09.06,66000,11000,2978
998,2621,2025.09.17,958,891,5
999,29000,2025.09.03,2186,635,5
1000,10000,2025.08.18,9540,262,35591
